ID,deaths_r,deaths_nr,deaths,pestfield,dis_pestf,dis_sewers,dis_bspump,death_dum,COORD_X,COORD_Y,death_proportion
311,0,0,0,0,102.71,18.53,204.78,0,529251.3340185715,180880.72534633303,0.0
312,0,0,0,0,101.11,27.17,204.55,0,529248.0482119832,180884.43654569803,0.0
313,0,0,0,0,99.72000000000001,21.18,204.77,0,529243.6097367841,180888.94338253772,0.0
314,0,0,0,0,98.84,16.25,205.12,0,529239.805335646,180892.80638855087,0.0
315,0,0,0,0,97.52,11.48,204.83,0,529236.7127314743,180897.01747652536,0.0
316,0,0,0,0,96.44,7.46,204.61,0,529233.8300895762,180901.06891555927,0.0
317,0,0,0,0,87.81,19.33,188.41,0,529264.2513883775,180890.95325052223,0.0
318,0,0,0,0,85.23999999999998,25.5,188.14,0,529259.5903645881,180896.11437206864,0.0
319,0,0,0,0,84.62,30.89,189.21,0,529255.078359546,180899.4644013836,0.0
320,0,0,0,0,81.87,25.84,187.94,0,529252.269233066,180904.67262768847,0.0
321,1,0,1,0,80.34,14.26,187.54,1,529249.4894645009,180908.7266745036,0.05555555555555555
322,0,0,0,0,80.97,10.27,189.26,0,529244.8787880846,180911.90921321727,0.0
323,0,0,0,0,81.72,8.64,190.86,0,529240.4696886169,180915.26187155503,0.0
324,0,0,0,0,80.98999999999998,11.12,190.69,0,529238.0027736288,180919.15889025887,0.0
325,0,0,0,0,80.51,16.47,190.77,0,529234.2551597732,180924.83822941576,0.0
326,0,0,0,0,81.93,20.77,192.4,0,529230.146338401,180928.5285109154,0.0
327,0,0,0,0,82.26,26.32,192.74,0,529227.0369921572,180933.39913655163,0.0
328,0,0,0,0,83.33,30.29,193.67,0,529224.2782205783,180936.6287817066,0.0
329,0,0,0,0,126.57,18.52,195.52,0,529220.3751787577,180940.32430278463,0.0
330,0,0,0,0,122.19,14.86,196.2,0,529217.3687299865,180945.19755001928,0.0
331,0,0,0,0,119.45,10.67,197.87,0,529214.0913718136,180948.57900459963,0.0
332,0,0,0,0,116.8,6.08,200.58,0,529209.6739399695,180952.26145504767,0.0
333,0,0,0,0,107.3,7.12,206.77,0,529198.5235017091,180965.6721147776,0.0
334,0,0,0,0,103.25,12.21,207.34,0,529196.4346326593,180970.8986789764,0.0
335,0,0,0,0,102.41,15.68,209.88,0,529193.1824531876,180973.29084852024,0.0
336,1,0,1,0,98.65,21.66,211.4,1,529190.2579723431,180978.9911417747,0.05555555555555555
337,0,0,0,0,97.98,21.31,214.39,0,529186.5817043845,180981.86750350508,0.0
338,0,0,0,0,95.72000000000001,18.18,216.19,0,529183.8965259426,180986.25396640948,0.0
339,0,0,0,0,94.9,17.55,220.04,0,529179.2566227997,180990.59074450756,0.0
340,0,0,0,0,94.11000000000001,17.82,222.1,0,529176.7078630145,180993.6607618385,0.0
341,0,0,0,0,93.22000000000001,17.74,224.92,0,529173.3067274062,180997.86404223813,0.0
342,0,0,0,0,92.48,14.57,226.51,0,529171.3794470963,181000.78486870503,0.0
343,0,0,0,0,92.05,10.01,229.29,0,529168.1882714793,181004.82849917,0.0
344,0,0,0,0,91.35,6.76,231.92,0,529165.1860985851,181009.53689328648,0.0
345,0,0,0,0,89.76999999999998,8.35,233.51,0,529163.3030393264,181014.76870013625,0.0
346,0,0,0,0,119.26,13.18,225.06,0,529180.9453202592,180960.6055677244,0.0
347,0,0,0,0,115.65,15.99,224.86,0,529179.7949697544,180965.361025084,0.0
348,0,0,0,0,113.14,21.33,226.73,0,529176.5828122684,180970.22906568687,0.0
349,0,0,0,0,111.87,26.19,229.06,0,529173.2971156733,180973.94031208873,0.0
350,0,0,0,0,110.03,31.56,231.13,0,529170.1962316188,180978.48120545264,0.0
351,0,0,0,0,109.6,24.36,236.08,0,529164.0824808526,180984.1004538088,0.0
352,0,0,0,0,107.55,16.8,239.22,0,529159.7870690756,180991.08583703573,0.0
353,0,0,0,0,107.69,13.43,242.29,0,529156.1927564753,180994.78925026115,0.0
354,0,0,0,0,106.91,8.6,244.63,0,529153.2934699709,180999.5002658396,0.0
355,0,0,0,0,106.2,5.09,247.43,0,529149.9575271852,181005.1901234889,0.0
356,0,0,0,0,111.1,7.92,251.42,0,529146.2305703537,181001.96061217427,0.0
357,0,0,0,0,116.01,9.43,255.44,0,529142.5036087644,180998.73110368333,0.0
358,0,0,0,0,121.64,11.9,267.68,0,529129.3628779587,181009.45149723464,0.0
359,0,0,0,0,113.98,5.92,260.21,0,529136.7115882486,181011.94807610504,0.0
360,1,0,1,0,96.65,7.83,249.73,1,529146.9292571588,181031.18151413964,0.05555555555555555
361,0,0,0,0,96.23,10.78,247.39,0,529149.2028628344,181026.78457450305,0.0
362,0,0,0,0,95.97000000000001,3.3,243.86,0,529152.7696932385,181020.11064713247,0.0
363,0,0,0,0,98.9,4.73,253.67,0,529143.12084168,181035.20947353856,0.0
364,0,0,0,0,113.28,9.67,261.27,0,529135.479356236,181015.87651353487,0.0
365,0,0,0,0,115.68,13.72,265.38,0,529131.2761781308,181019.23449290093,0.0
366,0,0,0,0,116.54,12.34,269.21,0,529127.3797897564,181026.72500820653,0.0
367,0,0,0,0,118.58,15.71,273.5,0,529123.204098449,181033.0535031776,0.0
368,0,0,0,0,120.49,17.73,277.02,0,529119.8807771662,181038.2487307714,0.0
369,0,0,0,0,122.15,20.7,279.98,0,529117.1873060312,181042.96499403447,0.0
370,0,0,0,0,126.07,24.79,285.05,0,529112.4362535918,181047.6289841256,0.0
371,0,0,0,0,128.02,20.19,287.84,0,529109.9694966872,181051.52606315748,0.0
372,0,0,0,0,130.34,14.27,291.16,0,529107.1605956745,181056.73436712747,0.0
373,0,0,0,0,109.99,20.49,270.98,0,529127.5306605092,181057.25190137356,0.0
374,0,0,0,0,104.04,4.34,261.61,0,529135.6069079327,181043.26801486025,0.0
375,0,0,0,0,106.26,8.31,264.68,0,529132.7537512669,181046.16532805387,0.0
376,0,0,0,0,108.43,14.17,268.12,0,529129.7432548524,181051.2035086163,0.0
377,0,0,0,0,122.09,14.81,284.71,0,529115.1144471081,181067.82574488275,0.0
378,0,0,0,0,115.73,21.13,278.49,0,529121.4845600277,181068.31756863085,0.0
379,0,0,0,0,107.35,21.64,270.82,0,529130.1077682872,181073.3213664548,0.0
380,0,0,0,0,98.41,15.56,262.33,0,529139.3901306143,181076.692034067,0.0
381,0,0,0,0,91.35,15.37,255.47,0,529146.6651892263,181078.03183342968,0.0
382,0,0,0,0,81.97,19.58,246.42,0,529156.8566789823,181082.0855953777,0.0
383,0,0,0,0,76.43,18.55,240.94,0,529163.4515948334,181085.8829773612,0.0
384,0,0,0,0,71.37,12.34,235.72,0,529169.6559414228,181088.845493236,0.0
385,0,0,0,0,64.68,8.73,228.72,0,529177.436986338,181090.5281776657,0.0
386,0,0,0,0,113.81,14.16,278.32,0,529126.5354271935,181092.36938183903,0.0
387,0,0,0,0,98.16,11.09,261.75,0,529147.7017992509,181106.1064006037,0.0
388,0,0,0,0,102.67,17.95,265.44,0,529146.3773935431,181113.66226330455,0.0
389,0,0,0,0,94.35,9.4,258.21,0,529150.1685621642,181102.2093395581,0.0
390,0,0,0,0,89.4,17.26,252.58,0,529157.2820366994,181105.85490337943,0.0
391,0,0,0,0,82.78,9.29,244.61,0,529167.1648274492,181109.90084329536,0.0
392,0,0,0,0,118.29,18.38,282.75,0,529123.7833236421,181099.3940046781,0.0
393,0,0,0,0,123.21,24.34,287.47,0,529120.8296601734,181106.24851808048,0.0
394,0,0,0,0,131.74,34.93,295.47,0,529115.6275945557,181116.5106877784,0.0
395,0,0,0,0,136.02,50.87,299.4,0,529113.2302302525,181121.7294435888,0.0
396,0,0,0,0,143.64,41.06,306.49,0,529108.4038496553,181129.36133229284,0.0
397,0,0,0,0,109.26,22.05,271.75,0,529141.2232433275,181117.98600250616,0.0
398,0,0,0,0,116.1,29.83,277.78,0,529137.5368512141,181125.31685565415,0.0
399,0,0,0,0,122.83,37.44,283.69,0,529133.9617262398,181132.3205593852,0.0
400,0,0,0,0,127.59,42.67,287.89,0,529131.3711632004,181137.03942934208,0.0
401,0,0,0,0,149.96,33.89,312.28,0,529104.6355795593,181135.86517944955,0.0
402,0,0,0,0,157.31,24.32,318.72,0,529101.3146860772,181145.02022638207,0.0
403,0,0,0,0,165.09,18.32,326.09,0,529095.8100888801,181150.98500115832,0.0
404,0,0,0,0,152.18,18.03,309.64,0,529118.2126624996,181160.62857054055,0.0
405,0,0,0,0,170.22,29.3,332.72,0,529085.4147704694,181142.80144278985,0.0
406,0,0,0,0,175.0,17.11,337.98,0,529078.889250788,181140.32583945617,0.0
407,0,0,0,0,178.68,12.53,342.01,0,529073.7998216723,181138.051708863,0.0
408,0,0,0,0,182.95,8.58,346.54,0,529068.3891927258,181136.264394222,0.0
409,0,0,0,0,193.28,15.37,354.91,0,529068.012864292,181159.18837175984,0.0
410,0,0,0,0,190.93,20.32,352.01,0,529072.3653838732,181162.10373877548,0.0
411,0,0,0,0,185.92,19.78,346.37,0,529079.2204486271,181163.76275786557,0.0
412,0,0,0,0,177.96,8.65,337.29,0,529090.1780203993,181166.0209657057,0.0
413,0,0,0,0,165.51,8.29,321.21,0,529112.0051663114,181173.99999787024,0.0
414,0,0,0,0,159.13,11.49,315.82,0,529114.5472769239,181167.1350243232,0.0
415,0,0,0,0,174.59,11.63,329.19,0,529107.6638920475,181182.7991374441,0.0
416,0,0,0,0,184.69,12.22,343.37,0,529086.5126749552,181172.52743914153,0.0
417,0,0,0,0,190.27,17.1,348.27,0,529083.9915459853,181178.56801058163,0.0
418,0,0,0,0,196.89,23.8,354.17,0,529080.7335345339,181185.24982385675,0.0
419,0,0,0,0,202.19,29.34,358.97,0,529077.9289168217,181190.2932602148,0.0
420,0,0,0,0,208.52,38.46,364.74,0,529074.4861070304,181196.145435689,0.0
421,0,0,0,0,181.7,16.73,335.84,0,529103.1964671132,181188.4602744596,0.0
422,0,0,0,0,187.27,23.09,340.48,0,529101.3912700856,181194.68401571663,0.0
423,0,0,0,0,194.25,29.17,347.1,0,529096.8293630063,181200.0127784112,0.0
424,0,0,0,0,200.65,37.03,352.86,0,529093.5922889436,181205.87016814403,0.0
425,0,0,0,0,208.21,33.3,359.55,0,529090.2146499509,181213.20889458776,0.0
426,0,0,0,0,215.59,30.69,371.03,0,529071.2155545724,181203.3219042056,0.0
427,0,0,0,0,220.62,24.84,375.38,0,529069.3242762694,181208.8835108858,0.0
428,0,0,0,0,229.16,17.47,383.45,0,529063.901720036,181215.6753475663,0.0
429,0,0,0,0,214.72,29.16,365.01,0,529088.2814695586,181220.41932570745,0.0
430,0,0,0,0,244.98,27.2,401.35,0,529043.318169334,181215.48259993485,0.0
431,0,0,0,0,244.83,22.0,400.31,0,529046.7154601236,181219.52861650108,0.0
432,0,0,0,0,244.11,16.98,398.74,0,529050.4381212284,181222.92294044228,0.0
433,0,0,0,0,240.38,14.56,394.7,0,529054.5782742874,181222.0381436479,0.0
434,0,0,0,0,237.42,12.7,391.37,0,529058.2901761363,181221.80243202805,0.0
435,0,0,0,0,236.66,9.73,389.97,0,529061.1204470666,181223.85418500847,0.0
436,0,0,0,0,233.2,9.5,385.97,0,529065.75404192,181223.80687659016,0.0
437,0,0,0,0,221.48,21.2,371.54,0,529083.7279744943,181225.41833354373,0.0
438,0,0,0,0,218.54,25.1,367.66,0,529088.8550053397,181226.20852777216,0.0
439,0,0,0,0,215.68,20.53,363.82,0,529093.9820347981,181226.99872719927,0.0
440,0,0,0,0,212.07,15.46,358.93,0,529100.446446295,181227.82290744787,0.0
441,0,0,0,0,205.42,10.92,349.06,0,529114.280198296,181230.31923243369,0.0
442,0,0,0,0,202.17,13.2,343.98,0,529121.45635345,181231.4915024556,0.0
443,0,0,0,0,199.27,10.84,339.8,0,529126.8058836098,181231.62743065009,0.0
444,0,0,0,0,197.33,9.69,335.97,0,529132.9407095697,181233.26822583316,0.0
445,0,0,0,0,189.71,8.72,330.14,0,529133.6729610018,181224.70737533603,0.0
446,0,0,0,0,184.04,13.13,325.84,0,529134.2478695245,181218.2873911236,0.0
447,0,0,0,0,179.15,17.05,321.76,0,529135.710953458,181213.37488292687,0.0
448,0,0,0,0,174.4,21.53,317.88,0,529136.9682878123,181208.4571466229,0.0
449,0,0,0,0,168.28,28.05,313.13,0,529138.0659618591,181201.7204679997,0.0
450,0,0,0,0,164.11,24.67,309.72,0,529139.3065405509,181197.4622646596,0.0
451,0,0,0,0,189.25,7.04,324.15,0,529147.3768087882,181232.3151670556,0.0
452,0,0,0,0,188.12,14.79,320.16,0,529154.7251819215,181234.81177805256,0.0
453,0,0,0,0,185.65,22.9,314.22,0,529164.0533275072,181236.36878231823,0.0
454,0,0,0,0,186.19,21.01,312.58,0,529168.5211749291,181238.79219950756,0.0
455,0,0,0,0,186.25,19.8,310.79,0,529172.4955969664,181240.3781302668,0.0
456,0,0,0,0,184.33,17.4,306.96,0,529177.6477504446,181240.17911602365,0.0
457,0,0,0,0,184.21,18.15,304.27,0,529183.0624243037,181241.80166660735,0.0
458,0,0,0,0,183.25,18.91,301.45,0,529187.3789990931,181242.07638999177,0.0
459,0,0,0,0,184.19,11.75,299.04,0,529193.6943953151,181244.71178825008,0.0
460,0,0,0,0,182.64,10.99,295.57,0,529198.2376780811,181244.16733629664,0.0
461,0,0,0,0,184.79,8.59,294.98,0,529202.5858594829,181247.2477007036,0.0
462,0,0,0,0,181.43,10.47,317.27,0,529150.240142401,181224.9634046408,0.0
463,0,0,0,0,176.26,14.37,313.2,0,529151.0985568587,181219.54056418213,0.0
464,0,0,0,0,171.46,18.7,309.61,0,529151.5412785526,181214.27214874647,0.0
465,0,0,0,0,166.34,23.77,305.36,0,529153.0085707766,181209.1947621806,0.0
466,0,0,0,0,161.39,26.06,301.67,0,529153.5583612799,181203.7640784385,0.0
467,0,0,0,0,152.97,16.67,295.51,0,529154.4144773278,181194.38142980327,0.0
468,0,0,0,0,157.61,18.29,304.34,0,529141.428793156,181190.916612959,0.0
469,0,0,0,0,151.88,12.9,299.41,0,529143.8303492537,181185.53298691672,0.0
470,0,0,0,0,145.77,7.93,294.16,0,529146.4460438198,181179.8248246616,0.0
471,0,0,0,0,121.09,27.51,261.37,0,529181.2053944714,181173.11877231437,0.0
472,0,0,0,0,121.55,40.38,258.61,0,529186.8868550728,181176.39800194456,0.0
473,0,0,0,0,122.35,38.26,257.18,0,529190.4288570199,181178.7979002937,0.0
474,0,0,0,0,120.86,20.1,252.39,0,529197.1977578655,181179.7949319888,0.0
475,0,0,0,0,147.28,13.76,265.69,0,529205.3976270629,181209.53655594183,0.0
476,0,0,0,0,152.43,9.36,270.76,0,529202.9099067026,181214.2580059976,0.0
477,0,0,0,0,171.1,13.37,301.06,0,529169.7465192297,181222.98434180536,0.0
478,0,0,0,0,179.56,13.99,289.8,0,529204.8720068979,181242.35613615485,0.0
479,0,0,0,0,175.41,18.24,285.77,0,529206.5157519584,181238.43817701103,0.0
480,0,0,0,0,168.18,25.62,278.83,0,529209.2637169649,181231.5784800813,0.0
481,0,0,0,0,164.53,20.06,275.14,0,529210.9977669087,181228.1577873137,0.0
482,1,0,1,0,143.83,15.79,271.84,1,529189.8504076004,181201.5517651374,0.05555555555555555
483,0,0,0,0,159.52,20.71,270.18,0,529213.1768616886,181223.4284936896,0.0
484,0,0,0,0,150.96,13.64,262.81,0,529215.0366918984,181215.06130990217,0.0
485,0,0,0,0,146.78,9.79,258.42,0,529217.2977084798,181211.15904920647,0.0
486,0,0,0,0,146.55,15.02,261.63,0,529211.5618054264,181210.0232644538,0.0
487,0,0,0,0,127.93,14.57,240.51,0,529224.4500490993,181193.02706529683,0.0
488,0,0,0,0,130.66,11.57,239.82,0,529228.4896323662,181196.09960315036,0.0
489,0,0,0,0,125.34,16.96,235.21,0,529229.7554464438,181190.85212230525,0.0
490,0,0,0,0,155.03,25.45,267.76,0,529227.7603612713,181232.87376046277,0.0
491,0,0,0,0,150.66,21.53,263.62,0,529229.3054441672,181228.7883092384,0.0
492,0,0,0,0,147.49,18.85,260.58,0,529230.5125509368,181225.84919150505,0.0
493,0,0,0,0,143.17,15.71,256.33,0,529232.4649480089,181221.93908892828,0.0
494,0,0,0,0,173.01,14.05,269.78,0,529260.4755279573,181257.9592988432,0.0
495,0,0,0,0,173.31,17.74,273.04,0,529253.2826592524,181257.44636352983,0.0
496,0,0,0,0,171.86,22.03,273.49,0,529249.1151042237,181255.36048657435,0.0
497,0,0,0,0,172.54,25.47,275.92,0,529244.4857229745,181255.2427441923,0.0
498,0,0,0,0,171.86,30.76,277.41,0,529239.1781491071,181253.45786081348,0.0
499,0,0,0,0,172.48,44.88,280.98,0,529231.0803618486,181252.0969947232,0.0
500,0,0,0,0,171.1,41.37,282.11,0,529224.7817639677,181248.80201716872,0.0
501,0,0,0,0,180.81,22.8,282.68,0,529219.9192199928,181245.708553742,0.0
502,0,0,0,0,75.70999999999998,20.83,199.34,0,529245.0890842351,181154.6143622052,0.0
503,0,0,0,0,68.02,14.21,192.4,0,529248.2528426048,181147.60026830863,0.0
504,0,0,0,0,79.59,20.68,196.93,0,529240.5915555242,181145.2605576056,0.0
505,0,0,0,0,76.11,25.0,198.68,0,529235.8401808864,181141.8399310478,0.0
506,0,0,0,0,40.24,11.99,160.89,0,529270.9460722741,181125.57388546487,0.0
507,0,0,0,0,40.87,11.13,166.56,0,529262.7452076686,181124.21035529717,0.0
508,0,0,0,0,40.09,17.8,170.11,0,529255.2412860813,181119.72976032784,0.0
509,0,0,0,0,52.32,24.6,175.28,0,529247.3825899035,181117.0550407708,0.0
510,0,0,0,0,47.87,33.76,178.67,0,529241.2979710504,181113.4355127093,0.0
511,0,0,0,0,44.27,24.96,182.08,0,529235.5177848884,181109.98872379487,0.0
512,0,0,0,0,73.54999999999998,26.96,202.39,0,529229.224426257,181138.86686802353,0.0
513,0,0,0,0,70.0,12.8,211.31,0,529214.2691293621,181131.8870010238,0.0
514,0,0,0,0,41.68,18.67,186.02,0,529229.4247637388,181106.69897634943,0.0
515,0,0,0,0,69.24,9.29,214.53,0,529208.8878821948,181128.94535465332,0.0
516,0,0,0,0,40.28,12.98,190.21,0,529223.327542244,181103.57411940504,0.0
517,0,0,0,0,69.95,10.26,219.01,0,529202.4652755455,181126.47220760188,0.0
518,0,0,0,0,72.48,16.77,225.44,0,529193.9851072385,181123.94676067997,0.0
519,0,0,0,0,40.41,8.6,195.08,0,529216.7117296908,181100.60107375024,0.0
520,0,0,0,0,41.09,7.96,197.53,0,529213.5518495941,181099.3658024408,0.0
521,1,0,1,0,36.94,12.9,195.55,1,529213.6818108335,181094.2544278653,0.05555555555555555
522,0,0,0,0,32.75,12.79,194.47,0,529212.2202151811,181086.95772155837,0.0
523,0,0,0,0,31.14,16.48,194.45,0,529210.695731908,181082.1342615373,0.0
524,0,0,0,0,29.57,19.76,193.57,0,529210.578010326,181078.6664861124,0.0
525,0,0,0,0,27.65,18.43,192.16,0,529210.4202920832,181072.7228493069,0.0
526,0,0,0,0,28.19,13.77,192.39,0,529209.0931755741,181068.23438744913,0.0
527,0,0,0,0,27.47,8.91,190.54,0,529209.8445972762,181062.97382407656,0.0
528,0,0,0,0,26.03,7.33,187.88,0,529211.8873347742,181059.56097856732,0.0
529,0,0,0,0,48.91,7.15,213.18,0,529188.7086677129,181072.335865966,0.0
530,0,0,0,0,50.55,10.17,215.01,0,529187.596050957,181075.60737454207,0.0
531,0,0,0,0,52.29,17.3,216.72,0,529187.4367767525,181081.87293062813,0.0
532,0,0,0,0,60.76,7.68,224.19,0,529183.0282405561,181093.31013685375,0.0
533,2,0,2,0,17.33,20.91,181.82,1,529220.6556057581,181071.0032173663,0.1111111111111111
534,0,0,0,0,13.36,13.36,177.06,0,529226.2552458458,181073.45545800927,0.0
535,0,0,0,0,19.69,15.16,183.74,0,529217.4850611808,181066.13790113595,0.0
536,0,0,0,0,7.56,7.56,167.63,0,529232.5744180265,181059.75701555377,0.0
537,0,0,0,0,12.71,12.71,171.42,0,529228.1190139048,181056.83889553425,0.0
538,0,0,0,0,18.08,12.72,174.77,0,529224.0918918857,181053.27171123755,0.0
539,1,0,1,0,22.19,8.62,178.55,1,529220.0144548528,181051.68312670087,0.05555555555555555
540,1,0,1,0,51.14,11.36,213.16,1,529186.3397879313,181060.2314070676,0.05555555555555555
541,0,0,0,0,93.11000000000001,14.08,252.39,0,529145.4227988219,181049.9520390079,0.0
542,0,0,0,0,87.7,18.9,247.59,0,529150.5080995101,181052.391123258,0.0
543,0,0,0,0,85.09999999999998,26.36,246.83,0,529152.2658626827,181060.19030260725,0.0
544,0,0,0,0,79.09999999999998,29.03,240.62,0,529158.3692509349,181059.0254983233,0.0
545,0,0,0,0,73.89,40.81,235.78,0,529163.4796803168,181060.47529746135,0.0
546,0,0,0,0,69.91,37.11,232.41,0,529167.322032587,181063.21278820687,0.0
547,0,0,0,0,63.49,30.49,227.07,0,529173.7679870484,181068.82128207904,0.0
548,0,0,0,0,60.64,22.43,220.49,0,529177.8739711819,181053.08664868167,0.0
549,0,0,0,0,64.63,26.44,223.89,0,529174.2164199944,181051.1787952036,0.0
550,0,0,0,0,71.02,33.39,229.45,0,529168.3164755693,181048.38900216637,0.0
551,0,0,0,0,76.0,29.4,233.65,0,529163.8526452899,181045.8007054238,0.0
552,0,0,0,0,83.28,24.37,239.82,0,529157.3605551588,181042.0059385712,0.0
553,0,0,0,0,87.70999999999998,21.75,243.49,0,529153.5139907798,181039.43333884163,0.0
554,0,0,0,0,88.51,9.73,239.06,0,529157.5319311551,181027.16123444284,0.0
555,0,0,0,0,81.79999999999998,15.95,233.0,0,529163.6376657428,181029.9562438544,0.0
556,1,0,1,0,76.65999999999998,21.12,229.19,1,529167.5577774149,181033.68564736107,0.05555555555555555
557,0,0,0,0,70.89,26.56,224.48,0,529172.4163716856,181036.94393903777,0.0
558,0,0,0,0,66.93,30.14,221.02,0,529175.9752455868,181038.6842929657,0.0
559,0,0,0,0,62.72,30.93,217.65,0,529179.5173526531,181041.08418162767,0.0
560,0,0,0,0,57.95,26.31,214.1,0,529183.3471384126,181044.31633348204,0.0
561,0,0,0,0,53.63,23.49,210.17,0,529187.428783118,181045.74000523664,0.0
562,2,0,2,0,51.29,13.32,199.55,1,529197.208060965,181033.6143865919,0.1111111111111111
563,2,0,2,0,57.52,19.34,205.81,1,529190.8756309836,181031.638521074,0.1111111111111111
564,0,0,0,0,62.06,27.14,209.48,0,529187.1319540159,181029.0685110649,0.0
565,0,0,0,0,65.97,24.66,211.94,0,529184.6395953946,181025.87035351223,0.0
566,0,0,0,0,69.01,24.18,214.58,0,529182.0024419888,181024.31841257945,0.0
567,0,0,0,0,73.70999999999998,23.97,218.55,0,529178.0529954723,181021.74317923523,0.0
568,0,0,0,0,78.90999999999998,18.7,223.38,0,529173.2721240248,181019.47679561735,0.0
569,0,0,0,0,84.47,13.13,227.43,0,529169.3603862107,181015.4176217896,0.0
570,0,0,0,0,47.96,13.31,208.49,0,529190.325882469,181055.5051007452,0.0
571,0,0,0,0,46.11,9.22,204.2,0,529193.891134134,181049.87999782123,0.0
572,0,0,0,0,43.81,5.63,195.45,0,529201.7043677383,181040.0398650676,0.0
573,0,0,0,0,44.86,9.21,191.63,0,529205.1720643955,181034.3194495164,0.0
574,0,0,0,0,45.13,12.67,188.29,0,529208.3770556869,181031.0125971007,0.0
575,1,0,1,0,47.86,12.8,186.37,1,529210.2104097735,181026.2187288665,0.05555555555555555
576,0,0,0,0,49.69,8.75,180.44,0,529216.1892743212,181020.72351558047,0.0
577,0,0,0,0,56.65,7.67,191.01,0,529205.6703206475,181018.68123126304,0.0
578,0,0,0,0,64.48,13.28,198.14,0,529198.7423978497,181013.98732153128,0.0
579,0,0,0,0,68.18,10.02,192.47,0,529205.0968829637,181005.59735638904,0.0
580,0,0,0,0,62.95,4.64,187.52,0,529209.7394749623,181009.10372539173,0.0
581,0,0,0,0,54.76,9.3,176.35,0,529220.5993894173,181013.5749270993,0.0
582,0,0,0,0,57.8,11.57,174.93,0,529222.3034504489,181009.9072206486,0.0
583,1,0,1,0,62.21,16.68,172.33,1,529225.4570580468,181004.66287921809,0.05555555555555555
584,0,0,0,0,26.22,10.35,178.05,0,529219.7712054912,181046.14643952547,0.0
585,2,0,2,0,28.38,14.77,175.48,1,529221.8940947271,181041.84398516553,0.1111111111111111
586,0,0,0,0,30.09,18.9,172.7,0,529224.394825536,181038.51923533695,0.0
587,0,0,0,0,32.47,23.03,170.17,0,529226.6984402685,181035.0281249912,0.0
588,0,0,0,0,36.5,25.49,165.78,0,529230.8581366811,181029.8093699786,0.0
589,0,0,0,0,40.06,32.21,162.79,0,529233.7777197782,181025.84987773653,0.0
590,2,0,2,0,43.87,27.65,159.9,1,529236.6973072841,181021.89038712505,0.1111111111111111
591,0,0,0,0,22.79,22.79,165.59,0,529232.0187572849,181043.55358015627,0.0
592,0,0,0,0,19.17,19.17,160.74,0,529237.2772535526,181046.59159051251,0.0
593,0,0,0,0,65.04,13.77,167.91,0,529230.3806570461,181001.07704088077,0.0
594,0,0,0,0,69.26,9.73,165.91,0,529233.111334714,180996.62869613635,0.0
595,0,0,0,0,73.39,6.09,162.74,0,529237.1458536691,180992.37485814848,0.0
596,0,0,0,0,52.84,16.04,154.97,0,529242.0539478941,181013.15239226972,0.0
597,0,0,0,0,57.15,11.53,152.02,0,529245.3759895207,181009.20314089273,0.0
598,0,0,0,0,62.26,6.83,150.18,0,529247.8130473734,181004.4246376952,0.0
599,0,0,0,0,67.1,5.35,147.44,0,529251.2439109966,181000.15545855404,0.0
600,0,0,0,0,77.18,13.17,169.5,0,529230.9941042921,180988.83008835104,0.0
601,0,0,0,0,80.98999999999998,16.27,173.62,0,529227.5588348615,180985.354399544,0.0
602,0,0,0,0,84.34,12.13,178.03,0,529223.7047178019,180982.51346064513,0.0
603,1,0,1,0,91.92,14.11,164.69,1,529240.0320620475,180973.89307661296,0.05555555555555555
604,2,0,2,0,95.51,18.89,168.81,1,529236.9027210743,180970.2638121705,0.1111111111111111
605,0,0,0,0,98.61000000000001,11.51,175.49,0,529230.8351541065,180967.3665819448,0.0
606,8,0,8,0,102.21,9.58,180.59,1,529226.5833779131,180964.11529669823,0.4444444444444444
607,0,0,0,0,106.94,11.47,185.85,0,529222.5441806032,180959.83390275456,0.0
608,2,0,2,0,110.88,14.55,191.78,1,529217.4100629636,180956.6643158572,0.1111111111111111
609,0,0,0,0,113.01,10.79,195.8,0,529213.6537798648,180955.23922901627,0.0
610,2,0,2,0,87.75,8.77,182.47,1,529219.8145622008,180979.75611041253,0.1111111111111111
611,0,0,0,0,93.39,6.99,188.92,0,529214.3482008916,180975.2130135124,0.0
612,0,0,0,0,97.04,9.65,193.47,0,529210.3811235438,180972.4972109797,0.0
613,0,0,0,0,99.88,15.39,197.41,0,529206.8221595827,180970.6175581978,0.0
614,0,0,0,0,82.14,16.15,185.11,0,529215.5203794275,180986.52835175363,0.0
615,0,0,0,0,79.08,21.01,187.29,0,529212.4703190587,180990.63989033407,0.0
616,0,0,0,0,76.62999999999998,19.22,189.65,0,529209.4296196268,180994.34053108108,0.0
617,1,0,1,0,84.59,17.12,197.56,1,529202.4041404065,180988.6524099468,0.05555555555555555
618,0,0,0,0,86.81999999999998,20.11,195.29,0,529205.4448376745,180984.9517650508,0.0
619,1,0,1,0,46.61,6.44,142.11,1,529258.4077941318,180991.80804915572,0.05555555555555555
620,0,0,0,0,40.97,8.27,139.22,0,529262.5482655079,180987.34833531483,0.0
621,0,0,0,0,37.13,11.39,138.43,0,529264.8317603265,180982.5265627488,0.0
622,0,0,0,0,32.58,16.62,136.68,0,529268.2891450817,180977.89206423532,0.0
623,0,0,0,0,28.6,21.95,135.18,0,529271.6443771382,180973.4123840756,0.0
